variable_id,source_domain,name,primary_research_domain,secondary_research_domains,default_method_families,timing,preferred_source,measurement_requirements,inference_boundary
LING-023,Clinical conversation / linguistic dynamics,Affiliation/rapport language markers,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-024,Clinical conversation / linguistic dynamics,Authority/clout language markers,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-025,Clinical conversation / linguistic dynamics,Causal-language frequency,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-026,Clinical conversation / linguistic dynamics,Diagnostic-label introduction timing,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-027,Clinical conversation / linguistic dynamics,Identity-label introduction timing and speaker,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-028,Clinical conversation / linguistic dynamics,Terminology adoption/convergence over consultation,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-029,Clinical conversation / linguistic dynamics,Lexical entrainment/accommodation,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-030,Clinical conversation / linguistic dynamics,Repetition/priming of key labels,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-031,Clinical conversation / linguistic dynamics,Reflective-listening frequency,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-032,Clinical conversation / linguistic dynamics,Challenge/disconfirmation questions asked,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-033,Clinical conversation / linguistic dynamics,Alternative-explanation exploration count,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-034,Clinical conversation / linguistic dynamics,Checking-understanding frequency,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-035,Clinical conversation / linguistic dynamics,Teach-back use,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-036,Clinical conversation / linguistic dynamics,Explicit uncertainty communication,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-037,Clinical conversation / linguistic dynamics,Explicit discussion of evidence quality,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-038,Clinical conversation / linguistic dynamics,Explicit discussion of reversibility/irreversibility,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-039,Clinical conversation / linguistic dynamics,Patient baseline preference before consultation,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-040,Clinical conversation / linguistic dynamics,Patient preference after consultation,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-041,Clinical conversation / linguistic dynamics,Preference-change magnitude,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-042,Clinical conversation / linguistic dynamics,Parent/carer preference before/after consultation,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-043,Clinical conversation / linguistic dynamics,Clinician recommendation before/after MDT input,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-044,Clinical conversation / linguistic dynamics,Emotional valence/arousal trajectory,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-045,Clinical conversation / linguistic dynamics,Silence/non-fluency markers,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-046,Clinical conversation / linguistic dynamics,Pronoun/use-of-self markers,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-047,Clinical conversation / linguistic dynamics,Narrative coherence change across sessions,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-048,Clinical conversation / linguistic dynamics,Language shift before and after diagnosis/referral,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-049,Clinical conversation / linguistic dynamics,Language shift before and after social transition,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
LING-050,Clinical conversation / linguistic dynamics,Conversation-derived influence score held as research-only,PUBLIC_DISCOURSE,PSYCHIATRIC_PSYCHOLOGICAL,CONVERSATION_ANALYSIS;PRAGMATICS_SPEECH_ACT_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS;RANDOMISED_AB_TEST,Encounter/repeated,Consented audio/video transcript + NLP + human coding,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Linguistic correlation does not prove persuasion or causation
PER-001,Persuasion / marketing / exposure dynamics,Gender-related content exposure frequency,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-002,Persuasion / marketing / exposure dynamics,Content exposure duration,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-003,Persuasion / marketing / exposure dynamics,Active engagement versus passive exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-004,Persuasion / marketing / exposure dynamics,First age of relevant exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-005,Persuasion / marketing / exposure dynamics,Exposure before versus after first reported distress,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-006,Persuasion / marketing / exposure dynamics,Message repetition frequency,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-007,Persuasion / marketing / exposure dynamics,Mere-exposure index,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-008,Persuasion / marketing / exposure dynamics,Source-credibility cue exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-009,Persuasion / marketing / exposure dynamics,Expert/authority cue exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-010,Persuasion / marketing / exposure dynamics,Social-proof cue exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-011,Persuasion / marketing / exposure dynamics,Normative-consensus cue exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-012,Persuasion / marketing / exposure dynamics,Influencer/celebrity exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-013,Persuasion / marketing / exposure dynamics,Parasocial relationship intensity,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-014,Persuasion / marketing / exposure dynamics,Peer endorsement exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-015,Persuasion / marketing / exposure dynamics,Identity-based message framing,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-016,Persuasion / marketing / exposure dynamics,Moral/emotional framing,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-017,Persuasion / marketing / exposure dynamics,Fear/threat framing,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-018,Persuasion / marketing / exposure dynamics,Hope/relief framing,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-019,Persuasion / marketing / exposure dynamics,Urgency/scarcity framing,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-020,Persuasion / marketing / exposure dynamics,Call-to-action exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
PER-021,Persuasion / marketing / exposure dynamics,Narrative/testimonial exposure,DIGITAL_MEDIA_PEER,PUBLIC_DISCOURSE,RANDOMISED_AB_TEST;FACTORIAL_RANDOMISED;FRAME_ANALYSIS;STANCE_EPISTEMIC_MODALITY_ANALYSIS,Time-varying,Consented digital trace / surveys / content corpus,PROVENANCE_VERIFIED;TIMING_RELATIVE_TO_TIME_ZERO;SENSITIVE_DATA_GOVERNANCE,Exposure is probabilistic and cannot determine individual identity/outcome
