variable_id,variable_domain,variable_name,preferred_source_declared_in_ontology,primary_source_ids,secondary_source_ids,primary_source_data_types,access_classes,acquisition_phase,timing_requirement,sensitivity,linkage_note
LING-030,Clinical conversation / linguistic dynamics,Repetition/priming of key labels,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-031,Clinical conversation / linguistic dynamics,Reflective-listening frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-032,Clinical conversation / linguistic dynamics,Challenge/disconfirmation questions asked,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-033,Clinical conversation / linguistic dynamics,Alternative-explanation exploration count,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-034,Clinical conversation / linguistic dynamics,Checking-understanding frequency,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-035,Clinical conversation / linguistic dynamics,Teach-back use,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-036,Clinical conversation / linguistic dynamics,Explicit uncertainty communication,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-037,Clinical conversation / linguistic dynamics,Explicit discussion of evidence quality,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-038,Clinical conversation / linguistic dynamics,Explicit discussion of reversibility/irreversibility,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-039,Clinical conversation / linguistic dynamics,Patient baseline preference before consultation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-040,Clinical conversation / linguistic dynamics,Patient preference after consultation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-041,Clinical conversation / linguistic dynamics,Preference-change magnitude,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-042,Clinical conversation / linguistic dynamics,Parent/carer preference before/after consultation,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-043,Clinical conversation / linguistic dynamics,Clinician recommendation before/after MDT input,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-044,Clinical conversation / linguistic dynamics,Emotional valence/arousal trajectory,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-045,Clinical conversation / linguistic dynamics,Silence/non-fluency markers,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-046,Clinical conversation / linguistic dynamics,Pronoun/use-of-self markers,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-047,Clinical conversation / linguistic dynamics,Narrative coherence change across sessions,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-048,Clinical conversation / linguistic dynamics,Language shift before and after diagnosis/referral,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-049,Clinical conversation / linguistic dynamics,Language shift before and after social transition,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
LING-050,Clinical conversation / linguistic dynamics,Conversation-derived influence score held as research-only,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,"Interviews, longitudinal narratives, clinician/patient discourse, vignettes | Randomised A/B/n or factorial vignettes with controlled framing manipulations",MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,PHASE_1_OR_2,Encounter/repeated,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
PER-001,Persuasion / marketing / exposure dynamics,Gender-related content exposure frequency,Consented digital trace / surveys / content corpus,DS065;DS023,DS025;DS026;DS028,Randomised A/B/n or factorial vignettes with controlled framing manipulations | Online safety tracker; passive measurement; insight panel; media-use datasets,MIXED_ACCESS;OPEN;PRIMARY_RESEARCH;PUBLIC_API_LIMITED;RESTRICTED_RESEARCH_API,PHASE_1_OR_2,Time-varying,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
PER-002,Persuasion / marketing / exposure dynamics,Content exposure duration,Consented digital trace / surveys / content corpus,DS065;DS023,DS025;DS026;DS028,Randomised A/B/n or factorial vignettes with controlled framing manipulations | Online safety tracker; passive measurement; insight panel; media-use datasets,MIXED_ACCESS;OPEN;PRIMARY_RESEARCH;PUBLIC_API_LIMITED;RESTRICTED_RESEARCH_API,PHASE_1_OR_2,Time-varying,Very high,Candidate source mapping only; verify field-level availability and construct validity before application.
