variable_id,domain,canonical_name,candidate_causal_role,measurement_type,unit_or_encoding,temporal_anchor,preferred_source,candidate_primary_source_ids,candidate_secondary_source_ids,access_classes,privacy_class,participant_consent_rule,minimum_quality_gate,missingness_rule,linkage_rule,provenance_required,inference_boundary,acquisition_status
LING-003,Clinical conversation / linguistic dynamics,Speaking-time ratio clinician/patient/parent,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-004,Clinical conversation / linguistic dynamics,Turn-taking balance,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-005,Clinical conversation / linguistic dynamics,Interruption frequency by speaker,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-006,Clinical conversation / linguistic dynamics,Question count by speaker,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-007,Clinical conversation / linguistic dynamics,Open-question proportion,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-008,Clinical conversation / linguistic dynamics,Closed-question proportion,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-009,Clinical conversation / linguistic dynamics,Leading-question frequency,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-010,Clinical conversation / linguistic dynamics,Presupposition frequency,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-011,Clinical conversation / linguistic dynamics,Option-framing balance,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-012,Clinical conversation / linguistic dynamics,Gain-versus-loss framing,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-013,Clinical conversation / linguistic dynamics,Risk-frequency versus percentage framing,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-014,Clinical conversation / linguistic dynamics,Order in which treatment options are presented,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-015,Clinical conversation / linguistic dynamics,Number of options presented,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-016,Clinical conversation / linguistic dynamics,Material options omitted from discussion,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-017,Clinical conversation / linguistic dynamics,Clinician certainty/epistemic modality,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-018,Clinical conversation / linguistic dynamics,Patient certainty/epistemic modality,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-019,Clinical conversation / linguistic dynamics,Hedging frequency,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
LING-020,Clinical conversation / linguistic dynamics,Directive/paternalistic language score,Exposure/Mediator/Measurement,TEMPORAL_NUMERIC,structured/validated measure where available,Encounter/repeated,Consented audio/video transcript + NLP + human coding,DS064;DS065,DS046;DS058,MIXED_ACCESS;OPEN_CORPUS;PRIMARY_RESEARCH,LOWER_SENSITIVITY_OR_AGGREGATE,NO_IF_VALID_SECONDARY_LEGAL_GATEWAY,Exact field/instrument verified; definition versioned; time coverage confirmed; missingness quantified; construct validity assessed,Do not code unavailable as absent; preserve UNKNOWN/NOT_MEASURED; predefine imputation/sensitivity in SAP,Use approved pseudonymous keys in TRE where applicable; never use direct identifiers in analysis layer,source_id; dataset/version; field name; collection date; transformation; codebook citation; hash/query,Linguistic correlation does not prove persuasion or causation,UNVERIFIED_FIELD_AVAILABILITY
